,process_number,decision_type,document_href,judgement_date,decision_text,judging_body,judge,district,justice_secret,publication_date
87,0025205-85.2021.8.16.0030,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae7269188402f42c8ad55880154d402a845489d1fa909f8bf88bec55,20230110,"VPNI Recorrente(s): Município de Foz do Iguaçu/PR FOZ PREVIDENCIA - FOZPREV Recorrido(s): LILIANA MERTIG DUARTE DECISÃO MONOCRÁTICA. RECURSOS INOMINADOS. PRELIMINARES. ILEGITIMIDADE PASSIVA AFASTADA. PRESCRIÇÃO DE TRATO SUCESSIVO. MÉRITO. AÇÃO REVISIONAL DE BENEFÍCIO PREVIDENCIÁRIO. SERVIDORA PÚBLICA DO MUNICÍPIO DE FOZ DO IGUAÇU. SENTENÇA DE PARCIAL PROCEDÊNCIA. INCORPORAÇÃO DO ADICIONAL POR TEMPO DE SERVIÇO (DECÊNIO) NOS PROVENTOS DE APOSENTADORIA. ARTIGO 69, §1º, DA LEI COMPLEMENTAR MUNICIPAL Nº 17/1993. VANTAGEM PERMANENTE EM CARÁTER VITALÍCIO. INCIDÊNCIA DE CONTRIBUIÇÃO PREVIDENCIÁRIA SOBRE O REFERIDO ADICIONAL. CONTRIBUIÇÃO PREVIDENCIÁRIA INCIDENTE SOBRE O REFERIDO ADICIONAL. RESOLUÇÃO N.º 041 /2020. DIFERENÇAS PECUNIÁRIAS DEVIDAS. VALORES ANTERIORES A AGOSTO DE 2016 ENCONTRAM-SE PRESCRITOS. Recurso do Município parcialmente conhecido e na parte conhecida parcialmente provido. Recurso Fozprev conhecido e desprovido.",4ª Turma Recursal,Aldemar Sternadt,Foz do Iguaçu,False,20230110
88,0004294-89.2018.8.16.0084,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae726918d328701325298e65154d402a845489d1fa909f8bf88bec55,20230110,"DECISÃO MONOCRÁTICA. APELAÇÃO CRIMINAL ART. 58, CAPUT, E § 1, ALÍNEA “D”, DO DECRETO-LEI N. 6.259/1944 SENTENÇA CONDENATÓRIA. INSURGÊNCIA DO RÉU. RECURSO APRESENTADO FORA DO PRAZO PREVISTO NO ARTIGO 82, §1º, DA LEI 9.099/95. ADVOGADO CONSTITUÍDO. INTEMPESTIVIDADE. RECURSO NÃO CONHECIDO.",4ª Turma Recursal,Leo Henrique Furtado Araujo,Goioerê,False,20230110
89,0005489-74.2020.8.16.0170,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563e2d8c39b57b3b118ec54ac705a3b031eb0c8c3cf6544d248,20230110,"FERREIRA1. APELAÇÃO CÍVEL. EMBARGOS À EXECUÇÃO. PEDIDO PARA A CONCESSÃO DO BENEFÍCIO DA JUSTIÇA GRATUITA INDEFERIDO. CONCESSÃO DE PRAZO PARA O PREPARO RECURSAL. AUSÊNCIA DE RECOLHIMENTO. DESERÇÃO CONFIGURADA. PRECEDENTES DO SUPERIOR TRIBUNAL DE JUSTIÇA E DESSA CORTE. RECURSO NÃO CONHECIDO, EM RAZÃO DE SUA MANIFESTA INADMISSIBILIDADE, NOS TERMOS DO ARTIGO 932, III, DO CPC.",17ª Câmara Cível,Carlos Mauricio Ferreira,Toledo,False,20230110
90,0042282-66.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563159d2b6197405bdeec54ac705a3b031eb0c8c3cf6544d248,20230110,"AGRAVO DE INSTRUMENTO N.º 0042282-66.2022.8.16.0000,
DA COMARCA DE PARANAVAÍ – 1.ª VARA DA FAZENDA
PÚBLICA
AGRAVANTE: MINISTÉRIO PÚBLICO DO ESTADO DO
PARANÁ
AGRAVADOS: ADIR SCHMITZ E OUTROS
RELATOR: DES. ABRAHAM LINCOLN CALIXTO",4ª Câmara Cível,Abraham Lincoln Merheb Calixto,Paranavaí,False,20230110
91,0060551-56.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd9256315bda1c3067e665ec24ca277cc503138b0c8c3cf6544d248,20230110,"PODER JUDICIÁRIO DO ESTADO DO PARANÁ
18ª CÂMARA CÍVEL - PROJUDI
RUA MAUÁ, 920 - ALTO DA GLORIA - Curitiba/PR - CEP: 80.030-901 - E-mail: 18CC@tjpr.jus.br
Autos nº. 0060551-56.2022.8.16.0000
Recurso: 0060551-56.2022.8.16.0000
Classe Processual: Agravo de Instrumento
Assunto Principal: Concurso de Credores
Agravante(s): SEARA INDÚSTRIA E COMÉRCIO DE PRODUTOS
AGROPECUÁRIOS LTDA
TERMINAL ITIQUIRA S/A
ZANIN AGROPECUÁRIA LTDA.
Penhas Juntas Administração e Participações Ltda.
Agravado(s):
Vistos,
A pretensão das agravantes era para que a assembleia geral de credores,
inicialmente marcada para os dias 17/10 e 24/10, fosse reagendada para dezembro de 2022.
O pedido de antecipação dos efeitos da tutela recursal foi indeferido (mov.
444.1), de modo que, conforme sustentado pelos agravados, administradora judicial (mov’s.
519.1 e 527.1) e d. Procuradoria Geral da Justiça (mov. 874.1), realizadas as AGC’s, resta
prejudicada a apreciação do presente recurso, que julgo extinto, por perda superveniente do
objeto.
Intimações e diligências necessárias.
Curitiba, 10 de janeiro de 2023.
Des. VITOR ROBERTO SILVA
= Relator =",18ª Câmara Cível,Vitor Roberto Silva,Sertanópolis,False,20230110
92,0000625-81.2021.8.16.0194,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563dbbbd8879c4bf040c24ca277cc503138b0c8c3cf6544d248,20230110,"PODER JUDICIÁRIO DO ESTADO DO PARANÁ
9ª CÂMARA CÍVEL - PROJUDI
APELAÇÃO CÍVEL Nº 0000625-81.2021.8.16.0194, DA
20ª VARA CÍVEL DO FORO CENTRAL DA COMARCA DA
REGIÃO METROPOLITANA DE CURITIBA.
APELANTE 1: LUCIANO SEGURA STRANGHETTI
APELANTE 2: ADC AMARAL – ROUPAS E ACESSÓRIOS
EIRELI - ME
APELADOS: OS MESMOS
RELATOR: DES. ARQUELAU ARAUJO RIBAS.
VISTOS.",9ª Câmara Cível,Arquelau Araujo Ribas,Curitiba,False,20230110
93,0008505-04.2020.8.16.0019,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae72691898f124563e43eb1fc24ca277cc503138fa909f8bf88bec55,20230110,"Considerando o petitório em que restou noticiado o entabulamento de acordo entre as partes, homologo o presente acordo para que surta seus jurídicos e legais efeitos, com fulcro no artigo 487, III “b”, do Código de Processo Civil. Procedam-se as baixas de praxe, remetendo-se os autos a origem. Publique-se. Registre-se. Intimem-se. Curitiba, data da assinatura digital.",4ª Turma Recursal,Marco Vinicius Schiebel,Ponta Grossa,False,20230110
94,0007644-61.2021.8.16.0058,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae72691837ca8db8e10934c5b0916c69d42af49cfa909f8bf88bec55,20230110,"ARGUMENTAÇÃO QUE NÃO FAZ O DEVIDO CONTRAPONTO AOS ARGUMENTOS LANÇADOS NA SENTENÇA – ALEGAÇÃO DE IMPOSSIBILIDADE DE APLICAÇÃO DO PRINCÍPIO DA RETROATIVIDADE SUPERADA – ATO JURÍDICO PERFEITO JÁ CONSUMADO - INTELIGÊNCIA DO ART. 6º, §1º DA LINDB - NÃO CONHECIMENTO. Recurso não conhecido. Com arrimo no artigo 932 do Código de Processo Civil, em liame com a Súmula sob o nº 568 do Superior Tribunal de Justiça e na forma estabelecida do artigo 12, inciso XIII, do Regimento Interno das Turmas Recursais dos Juizados Especiais deste Tribunal, os quais permitem ao relator dar prosseguimento ao recurso quando houver entendimento dominante acerca do tema, passo a julgar monocraticamente o caso abordado nos autos.",4ª Turma Recursal,Marco Vinicius Schiebel,Campo Mourão,False,20230110
95,0022187-46.2021.8.16.0001,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563898780d4c046db4f1d8c17947faf61b9b0c8c3cf6544d248,20230110,"1. Trata-se de recurso de Apelação Cível interposto por JESIBEL DA CONCEIÇÃO FELLER PLASTER, nos autos de Ação de Exibição de Documentos nº 22187-46.2021.8.16.0001, ajuizada pela ora apelante em face de PARANÁ BANCO S.A., contra a sentença, proferida pelo Juízo da 19ª Vara Cível do Foro Central de Curitiba, que julgou procedentes a ação e condenou a autora ao ônus da sucumbência, conforme se retira de sua parte dispositiva: Consta da parte dispositiva:",14ª Câmara Cível,Francisco Eduardo Gonzaga de Oliveira,Curitiba,False,20230110
96,0050742-42.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd9256380e112612ed5a55ca50b6147d9c2b063b0c8c3cf6544d248,20230110,COSTA NETO (EM REGIME DE SUBSTITUIÇÃO AO DESEMBARGADOR RAMON DE MEDEIROS NOGUEIRA). DECISÃO MONOCRÁTICA – AGRAVO DE INSTRUMENTO – RECLAMAÇÃO TRABALHISTA – DECISÃO QUE INDEFERIU A REALIZAÇÃO DE PROVA PERICIAL – ALEGADO CERCEAMENTO DE DEFESA – IRRECORRIBILIDADE VIA AGRAVO DE INSTRUMENTO – ART. 1.015 DO CPC – ROL TAXATIVO – AUSENTE URGÊNCIA CAPAZ DE MITIGAR A APLICAÇÃO DA REGRA – PRECEDENTES DESTE TRIBUNAL – RECURSO NÃO CONHECIDO.,5ª Câmara Cível,Antonio Franco Ferreira da Costa Neto,Assis Chateaubriand,False,20230110
97,0026621-81.2021.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd9256339f5984fd646f9908919ad108f3a0e82b0c8c3cf6544d248,20230110,"RUA CURITIBA, 435 FÓRUM - COLINA VERDE - SALTO DO LONTRA/PR - CEP: 85.670-000 MANDADO DE SEGURANÇA – MAGISTRADO SINGULAR QUE DEFERIU, EM SEDE DE EXECUÇÃO DE TÍTULO EXTRAJUDICIAL, A PENHORA DE VALORES VINCULADOS AO FGTS DE TITULARIDADE DOS EXECUTADOS. 1. Após a impetração do presente Mandado de Segurança, a Impetrante informou nos autos de origem que os executados não possuem saldo de FGTS – Impetrante que não possui mais interesse no prosseguimento do feito – Perda superveniente do objeto recursal. 2. Decisão monocrática, com base no art. 932, III, do CPC/15. RECURSO PREJUDICADO.",14ª Câmara Cível,Octavio Campos Fischer,Salto do Lontra,False,20230110
98,0000980-19.2019.8.16.01761,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925633ca70803b0c2bae6b0916c69d42af49cb0c8c3cf6544d248,20230110,Embargado(s): EDMILSON DOS SANTOS FERNANDES Tratam os autos de recurso de EMBARGOS DE DECLARAÇÃO envolvendo as partes em epígrafe.,9ª Câmara Cível,Gil Francisco de Paula Xavier Fernandes Guerra,Wenceslau Braz,False,20230110
99,0067464-54.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd9256370b2ff7933be5b6a154d402a845489d1b0c8c3cf6544d248,20230110,"PODER JUDICIÁRIO
TRIBUNAL DE JUSTIÇA
Estado do Paraná",14ª Câmara Cível,Themis de Almeida Furquim,Londrina,False,20230110
100,0004560-63.2011.8.16.01033,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563e51fbd74336264c7154d402a845489d1b0c8c3cf6544d248,20230110,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
ÓRGÃO ESPECIAL",Órgão Especial,Luiz Osorio Moraes Panza,Lapa,False,20230110
101,0000099-46.2023.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925637566f7d99bcf8396154d402a845489d1b0c8c3cf6544d248,20230110,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
2ª CÂMARA CRIMINAL",2ª Câmara Criminal,Mario Helton Jorge,Guaratuba,False,20230110
102,0008053-80.2022.8.16.00001,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925638b79478b5682a8bc1d8c17947faf61b9b0c8c3cf6544d248,20230110,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
4ª CÂMARA CÍVEL",4ª Câmara Cível,Abraham Lincoln Merheb Calixto,Foz do Iguaçu,False,20230110
103,0042832-61.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925630a2dbca738e6b52e8919ad108f3a0e82b0c8c3cf6544d248,20230110,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
13ª CÂMARA CÍVEL",13ª Câmara Cível,Josely Dittrich Ribas,Foz do Iguaçu,False,20230110
104,0078625-61.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563eac3cfa4e2f0c3f8a30e793f58e62586b0c8c3cf6544d248,20230110,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
3ª CÂMARA CRIMINAL",3ª Câmara Criminal,Mario Nini Azzolini,Arapoti,False,20230110
105,0007156-98.2022.8.16.0017,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd9256300c7ac26e6cb67825bce1bf63ddea135b0c8c3cf6544d248,20230110,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
3ª CÂMARA CRIMINAL",3ª Câmara Criminal,Mario Nini Azzolini,Maringá,False,20230110
106,0078437-68.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925631eb8db1d17e9dd88afe8b279ff3d9d8fb0c8c3cf6544d248,20230110,"PARANAGUÁ DECISÃO MONOCRÁTICA – CORREIÇÃO PARCIAL – ALEGAÇÃO DE INVERSÃO TUMULTUÁRIA DE ATOS – PRETENSÃO QUE VISA ALTERAÇÃO DE DECISÃO PROFERIDA EM SEDE DE CUMPRIMENTO DE SENTENÇA – CABIMENTO DE AGRAVO DE INSTRUMENTO – ARTIGO 1.015, PARÁGRAFO ÚNICO, DO CÓDIGO DE PROCESSO CIVIL – CORREIÇÃO PARCIAL QUE NÃO SE MOSTRA CABÍVEL QUANDO HÁ RECURSO PREVISTO EM LEI - ARTIGO 354, II, “C”, DO REGIMENTO INTERNO DESTA CORTE – CORREIÇÃO PARCIAL REJEITADA DE PLANO",18ª Câmara Cível,Denise Kruger Pereira,Paranaguá,False,20230110
107,0065586-94.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563dcabdce11bf3786f1d8c17947faf61b9b0c8c3cf6544d248,20230110,MARIA CLARA SCARCELI FARIA EMILIA SCARCELI DE CAMARGO IVO SCARCELLI ELISANEIA DA SILVA SCARCELLI DAMIANO MARIA MADALENA DA MOTA SCARCELLI DO PRADO AGRAVO DE INSTRUMENTO – AÇÃO DE IMISSÃO NA POSSE - – TRANSAÇÃO REALIZADA ENTRE AS PARTES – HOMOLOGAÇÃO E EXTINÇÃO DA DEMANDA ORIGINÁRIA - ANÁLISE DE MÉRITO PREJUDICADA – RECURSO NÃO CONHECIDO,18ª Câmara Cível,Denise Kruger Pereira,Carlópolis,False,20230110
108,0031760-77.2022.8.16.00001,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd92563689cdb2b682ae251ec54ac705a3b031eb0c8c3cf6544d248,20230110,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
6ª CÂMARA CÍVEL",6ª Câmara Cível,Horacio Ribas Teixeira,Maringá,False,20230110
109,0031760-77.2022.8.16.0000,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd9256379fbf52f5945ee8ca30e793f58e62586b0c8c3cf6544d248,20230110,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
6ª CÂMARA CÍVEL",6ª Câmara Cível,Horacio Ribas Teixeira,Maringá,False,20230110
110,0005234-73.2014.8.16.01231,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925638aa6bb145d0584505bce1bf63ddea135b0c8c3cf6544d248,20230110,"JULGAMENTO MONOCRÁTICO EMBARGOS DE DECLARAÇÃO CÍVEL. IMPROBIDADE ADMINISTRATIVA. DECLARAÇÃO DA PRESCRIÇÃO INTERCORRENTE DA PRETENSÃO SANCIONADORA, EM VIRTUDE DA EDIÇÃO DA LEI Nº 14.230/2021, QUE ALTEROU A LEI Nº 8.429/92. INTERPOSIÇÃO DE APELAÇÃO CÍVEL PELO MINISTÉRIO PÚBLICO. PRELIMINAR EM CONTRARRAZÕES. LACUNA CONFIGURADA. INTEMPESTIVIDADE IDENTIFICADA. RECURSO CONHECIDO E PROVIDO PARA SANAR A OMISSÃO E, COMO RESULTADO, NÃO CONHECER DO APELO.",5ª Câmara Cível,Luiz Mateus de Lima,Palmas,False,20230110
111,0052419-10.2022.8.16.00001,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63d82ea4c16cd925638a135455e48358cbc24ca277cc503138b0c8c3cf6544d248,20230110,"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ
15ª CÂMARA CÍVEL",15ª Câmara Cível,Shiroshi Yendo,Curitiba,False,20230110
112,0018068-88.2021.8.16.0018,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae7269186fcb67a2d0726174a30e793f58e62586fa909f8bf88bec55,20230110,RECURSO INOMINADO. DECISÃO MONOCRÁTICA. SOCIEDADE ECONOMIA MISTA. COPEL. RESPONSABILIDADE CIVIL. AÇÃO DE INDENIZAÇÃO POR DANOS MORAIS. INSURGÊNCIA RECURSAL PARTE AUTORA. INTERRUPÇÃO DO FORNECIMENTO DE ENERGIA ELÉTRICA POR SEIS DIAS. TEORIA DA RESPONSABILIDADE CIVIL OBJETIVA. APLICABILIDADE. FALHA NA PRESTAÇÃO DE SERVIÇO AO NÃO OBSERVAR PRAZO PARA RELIGAÇÃO. INTELIGÊNCIA DO ARTIGO 176 DA RESOLUÇÃO NORMATIVA N.º 414/10 DA ANEEL. DANO MORAL CONFIGURADO. DEVER DE INDENIZAR. SENTENÇA REFORMADA. RECURSO CONHECIDO E PROVIDO.,4ª Turma Recursal,Pamela Dalle Grave Flores Paganini,Maringá,False,20230110
113,0025627-89.2021.8.16.0182,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae7269181ad35d40dbe4d801154d402a845489d1fa909f8bf88bec55,20230110,"RECURSO INOMINADO. DECISÃO MONOCRÁTICA. AGENTE PENITENCIÁRIO. APOSENTADORIA. REQUISITOS DA LEI COMPLEMENTAR Nº 51/85 CUMPRIDOS. 30 ANOS DE CONTRIBUIÇÃO E 20 ANOS DE EXERCÍCIO NO CARGO DE NATUREZA POLICIAL. MANDADO DE INJUNÇÃO Nº 7.044/PR E EMENDA À CONSTITUIÇÃO ESTADUAL Nº 45/2019. ABONO DE PERMANÊNCIA DEVIDO. DIREITO ADQUIRIDO DA PARTE AUTORA DESDE A DATA EM QUE CUMPRIU OS REQUISITOS PARA APOSENTADORIA, RESPEITADA A PRESCRIÇÃO QUINQUENAL. SENTENÇA REFORMADA. RECURSO CONHECIDO E PROVIDO.",4ª Turma Recursal,Pamela Dalle Grave Flores Paganini,Curitiba,False,20230110
114,0005489-04.2021.8.16.0182,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae7269188a87c057b4f765cf154d402a845489d1fa909f8bf88bec55,20230110,DECISÃO MONOCRÁTICA. RECURSO INOMINADO. AÇÃO DE INDENIZAÇÃO POR REMOÇÃO. DELEGADO DA POLÍCIA CIVIL. INDENIZAÇÃO POR REMOÇÃO. SENTENÇA DE IMPROCEDÊNCIA. MUDANÇA DE SEDE COMPROVADA NO DOSSIÊ HISTÓRICO FUNCIONAL DO AUTOR. ART. 4° DA LEI 17.169/12. EFETIVA MUDANÇA DE DOMICÍLIO. ART. 3º DO DECRETO ESTADUAL Nº 8.594/2013. PRECEDENTES DESTA TURMA RECURSAL. SENTENÇA REFORMADA. RECURSO CONHECIDO E PROVIDO.,4ª Turma Recursal,Aldemar Sternadt,Curitiba,False,20230110
115,0007323-76.2020.8.16.0182,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae726918030299a8da83ad30c24ca277cc503138fa909f8bf88bec55,20230110,RECURSO INOMINADO. DECISÃO MONOCRÁTICA. SERVIDORA PÚBLICA DO MUNICÍPIO DE CURITIBA. AUXILIAR DE ENFERMAGEM. DESVIO DE FUNÇÃO. ATIVIDADES INERENTES AO CARGO DE TÉCNICO DE ENFERMAGEM. DESVIO DE FUNÇÃO CONSTATADO. DIFERENÇAS SALARIAIS DEVIDAS. SÚMULA 378 DO STJ. SENTENÇA DE PARCIAL PROCEDÊNCIA. INSURGÊNCIA DA AUTORA. DETERMINAÇÃO DE EXCLUSÃO DOS PERÍODOS DE AFASTAMENTO DA CONDENAÇÃO. LEI MUNICIPAL Nº 1.656/1958. PREVISÃO EXPRESSA DE QUE OS DIAS DE AFASTAMENTO IMPLICAM EM EFETIVO EXERCÍCIO. NECESSIDADE DE QUE O PAGAMENTO ENGLOBE AS FÉRIAS E LICENÇAS DA SERVIDORA. PRINCÍPIO DA LEGALIDADE. SENTENÇA PARCIALMENTE REFORMADA. RECURSO CONHECIDO E PROVIDO.,4ª Turma Recursal,Aldemar Sternadt,Curitiba,False,20230110
116,0019558-12.2019.8.16.01821,(Decisão monocrática),https://portal.tjpr.jus.br/jurisprudencia/publico/visualizacao.do?tjpr.url.crypto=8a6c53f8698c7ff76db3047d195cb6a50e1bad728475d917206904084c03d1a7e341e6d089e3dce5f94a697fefb84d63832bb29dae7269183ddcdad8c7848af9ec54ac705a3b031efa909f8bf88bec55,20230110,RECURSO INOMINADO. DECISÃO MONOCRÁTICA. SERVIDORA PÚBLICA DO MUNICÍPIO DE CURITIBA. AUXILIAR DE ENFERMAGEM. DESVIO DE FUNÇÃO. EXERCÍCIO DE ATIVIDADES INERENTES AO CARGO DE TÉCNICO DE ENFERMAGEM. DESVIO DE FUNÇÃO CONSTATADO. DIFERENÇAS SALARIAIS DEVIDAS. SÚMULA 378 DO STJ. SENTENÇA PROCEDENTE. INSURGÊNCIA DA AUTORA. TERMO FINAL DA CONDENAÇÃO. DATA DA CESSAÇÃO DO DESVIO DE FUNÇÃO. PRECEDENTES DESTA TURMA RECURSAL. SENTENÇA PARCIALMENTE REFORMADA. RECURSO CONHECIDO E PROVIDO.,4ª Turma Recursal,Aldemar Sternadt,Curitiba,False,20230110
